n,k,beta,rbar_minus_A,min_P,max_Q_hat,max_K0,max_K1
88,51,-75,-2.0010871892811224,533.9407004873207,-26.278594638504565,-113.56239616648958,-69.92915822567358
88,52,-75,-1.9222529771328387,536.3357796461099,-26.64083523455656,-110.90094993291117,-52.08211286627571
88,53,-75,-1.8486240038070152,538.6981279503947,-26.989089450983762,-108.08748671361238,-23.332147115804958
88,54,-74,-2.0513782215626617,537.1824936107699,-26.281137839920923,-116.80792143094045,-82.78540735628539
88,55,-74,-1.9707235415706723,539.8100673813098,-26.58683364636515,-114.01453913935809,-69.70310759406924
88,56,-74,-1.8953074931434912,542.3806370882206,-26.87661620174455,-111.12001003509624,-48.78532168728053
88,57,-74,-1.824633639810132,544.8846765152806,-27.149774015305557,-108.08536012730994,-13.800855170590125
88,58,-73,-2.001770587483654,543.7427730178886,-26.403874652598393,-114.68893990081091,-79.87385815252121
88,59,-73,-1.9251412239745247,546.4228740379734,-26.63043682950309,-111.5266986138994,-63.75612497025191
88,60,-73,-1.8532436484694665,549.004919523297,-26.837788315864547,-108.26838725436882,-36.79578960116977
88,61,-72,-2.016004620006011,547.8913350477782,-26.07332201575025,-113.12109472540944,-84.75464755590059
88,62,-72,-1.938679176043663,550.5645490150243,-26.230108114579558,-109.64457885880549,-71.48915944767462
88,63,-72,-1.8660308859670196,553.0987826221815,-26.36436349309776,-106.08623438346197,-49.26317506013085
88,64,-72,-1.7976331144755524,555.4774908835547,-26.474731082360147,-102.44483062506492,-6.846724622979018
88,65,-71,-1.9363339643327981,554.459178384382,-25.649595958912606,-105.7742426249444,-73.68053872828679
88,66,-71,-1.863342661253984,556.7834654462341,-25.700560355558093,-101.84948074463394,-53.176378839422114
88,67,-71,-1.7945112239914263,558.8894553581432,-25.72267392020022,-97.83515417149225,-12.1536504921011
88,68,-70,-1.9183581998928454,557.6232704588879,-24.85403590962923,-100.40161928327139,-70.94816229725305
88,69,-70,-1.84534710615875,559.5133152736798,-24.807051383552214,-96.06991137855799,-49.632465134976286
88,70,-70,-1.7763579799598517,561.0918951767276,-24.724123216869927,-91.63588301090896,-3.194379572821836
88,71,-69,-1.8847782248237845,559.3426628646624,-23.794012268233953,-93.37420477831883,-63.83020199969585
88,72,-69,-1.8119495317692462,560.4631623470905,-23.62694651384965,-88.57956662041663,-37.2691010523696
88,73,-68,-1.9118266517230136,558.0646727864382,-22.659737180952494,-89.65941422582466,-67.08251462472482
88,74,-68,-1.8352408290599445,558.4846967679986,-22.394187289206947,-84.45931710513482,-49.623324678746236
88,75,-68,-1.7625998936962042,558.2855131457341,-22.070852613719023,-79.1133255028928,-4.597174009913135
88,76,-67,-1.8450007892526845,554.5736473954197,-20.986639342325887,-79.13663987378929,-51.27798569342772
88,77,-67,-1.7686611281085107,553.0727095956144,-20.526808443613152,-73.28471757308826,-15.67074651251647
88,78,-66,-1.8396217916137192,547.7924635039433,-19.344465654262866,-72.40868162386181,-46.807048254018376
88,79,-66,-1.75931035016159,544.2617055507617,-18.702272159734417,-65.92758897845314,-10.687746135059411
88,80,-65,-1.8167879647541274,536.5120753871165,-17.364476483096183,-63.94975118110693,-37.36884699950304
88,81,-64,-1.866742577330165,526.8888582982669,-15.937711983796653,-61.19207900976217,-39.97999197788396
88,82,-64,-1.7726048553560718,517.5292614529147,-14.832893780433954,-53.15378679622076,-18.000279703780016
88,83,-63,-1.8023902437192734,501.8519152988154,-13.007611651476923,-48.537345434053606,-23.59157415768379
88,84,-62,-1.8171886973351747,480.6589759523747,-10.847029298265822,-42.323720115811774,-19.988465487910116
88,85,-61,-1.8096469857467936,449.80186614116286,-8.171827838346088,-33.47809829397829,-11.502874078145153
88,86,-49,-3.9787822073078427,367.6847781943447,-3.8489318330752393,-53.18161017422446,-49.55201973694434
89,1,-85,-46.967288172323684,452.5456830353166,-0.3439898724644833,-10.633762670469705,-10.526542481542899
89,2,-85,-8.5620037056831,338.57161876787035,-1.5398714698937703,-11.477875505223677,-10.294620120449157
89,3,-85,-4.6471335073727476,288.80326389891604,-3.175962603149365,-12.99757166228871,-10.728737504903004
89,4,-85,-3.179856744044007,261.4577193895885,-4.28560405646786,-15.394809102861373,-12.138121239517114
89,5,-85,-2.4143087166297357,247.6358221813982,-5.324881653458031,-18.70382027742312,-13.740507491351112
89,6,-85,-1.9449161582026058,246.80355095707046,-6.343111212855939,-21.54417277142616,-14.712521881109923
89,7,-85,-1.6279033008284616,264.2104634146753,-7.34417022552267,-23.976533270074416,-15.199202534210396
89,8,-85,-1.3995207075256078,313.3493094965538,-8.330726202032027,-26.058802450890518,-15.261258661417303
89,9,-85,-1.227199104054312,418.1029355737831,-9.304719738339186,-27.824508676416087,-14.905516274848738
89,10,-85,-1.092573870953343,450.1211762525876,-10.267624086565286,-29.281245841637567,-14.090017623746895
89,11,-85,-0.9845064834739468,473.27786948797507,-11.220595895841711,-30.43437070442573,-12.720427593705283
89,12,-85,-0.8958504323211116,490.9687457428789,-12.164568248888889,-31.275616138621672,-10.625463213627413
89,13,-85,-0.8218107105351047,504.6556366047543,-13.100310970364966,-31.776226809147154,-7.530013161276736
89,14,-85,-0.7590505705907642,515.3311797762873,-14.028471330813419,-31.902727473086802,-2.9871988330543764
89,15,-84,-1.5507851449239836,534.8656620085768,-13.471086542358782,-42.06737030442269,-23.45397075350748
89,16,-84,-1.4307223692933122,543.4988500800866,-14.337010091214854,-42.22043306578926,-19.967144297355897
89,17,-84,-1.3274644723085935,549.8493060601986,-15.196754579237027,-41.978741009922636,-15.033836988464609
89,18,-84,-1.2377438940767855,554.6915257075561,-16.0505097045455,-41.31636116140868,-7.994069876003668
89,19,-83,-1.904608401681327,555.0580616919818,-15.487835339003619,-54.718877790005166,-34.92194426220969
89,20,-83,-1.773052987881111,558.6006117647556,-16.28729337177191,-54.46684558708217,-30.647382768428795
89,21,-83,-1.657787233997235,560.888305030926,-17.080913248801902,-53.85131073472847,-24.73637666984134
89,22,-83,-1.5559999910981583,562.3267342591687,-17.868730472517324,-52.829988417328195,-16.46851148739257
89,23,-83,-1.465487407307007,562.2382498888367,-18.650772933019418,-51.28071861258158,-4.786137473733072
89,24,-82,-2.0006249970775167,557.0740439545273,-18.068083105911676,-67.33773037006418,-42.49476487040678
89,25,-82,-1.881190990531346,556.3922357412098,-18.80335932940378,-66.51138034512246,-36.15615674007813
89,26,-82,-1.7744835337174427,554.9603396698894,-19.53253377158647,-65.30899635341521,-27.46407304176674
89,27,-82,-1.678601339477502,552.7508399134736,-20.255562624504687,-63.65373927723351,-15.265558304608382
89,28,-81,-2.1518293218539575,545.6464802056018,-19.687731490254222,-80.11734105699915,-54.7969430993252
89,29,-81,-2.0323102986181,544.412919826991,-20.368909630699246,-79.11596114610485,-48.459056032520735
89,30,-81,-1.9245595035230074,543.3622114990177,-21.043444451794524,-77.79034744524648,-39.76509976408172
89,31,-81,-1.8269477011006068,542.4759718982864,-21.711242000517224,-76.11586074121824,-27.72056256609574
89,32,-81,-1.7381305812549677,541.7375312858786,-22.37220285040569,-73.99847460977738,-10.54311473830156
89,33,-80,-2.1310031833863134,536.3223661704609,-21.775921904027104,-90.86343077208849,-60.54062971154623
89,34,-80,-2.024487045957392,536.3385983257147,-22.397562545214036,-89.43367812857049,-52.062318656575144
89,35,-80,-1.9273490201138812,536.4666106490505,-23.011710528789152,-87.6956206387822,-40.436006064848996
89,36,-80,-1.8384223496100933,536.6943650032139,-23.618219331144445,-85.60885020919035,-23.78697321934885
89,37,-79,-2.189739894434341,532.1270820149159,-23.019722833854612,-101.32053632230362,-71.48934403972596
89,38,-79,-2.0858643943591337,532.9771761060575,-23.58859265193414,-99.74548527340549,-63.278606603767315
89,39,-79,-1.9905994194536656,533.9004822199234,-24.149054149502668,-97.90669331331512,-52.028023396881636
89,40,-79,-1.9029331444192943,534.8875644911119,-24.70090933452386,-95.78142836253895,-36.03376917552437
89,41,-79,-1.822004749951462,535.9294973788818,-25.24394901043667,-93.33938963210687,-12.604690009986891
89,42,-78,-2.1165643033371855,532.5962227086643,-24.60781212349517,-108.09607473373322,-72.8247247937285
89,43,-78,-2.0240830146993845,534.1466064618334,-25.113195483838133,-106.10804555162657,-61.854324130717806
89,44,-78,-1.9385904354153864,535.7311684671851,-25.60880769044025,-103.89790814803311,-46.228632028667526
89,45,-78,-1.8593335781598115,537.3421394753103,-26.094372643520053,-101.44798920023167,-23.058344617529606
89,46,-77,-2.122210313260393,534.6458714177377,-25.443552192865614,-114.23566586851635,-80.10572745047793
89,47,-77,-2.033105039008847,536.6826358629739,-25.891153967989126,-112.05554058911805,-69.20737173142982
89,48,-77,-1.950396935538794,538.7265965493004,-26.327561716260327,-109.71280964137053,-53.57712753151732
89,49,-77,-1.8734279514459322,540.7703409891593,-26.752411914860634,-107.19891035774535,-29.318875383214923
89,50,-76,-2.1069750849297466,538.6428470284802,-26.080378520025597,-118.051376848689,-84.63446025631663
89,51,-76,-2.0216174480631777,541.0368478758801,-26.466041223719113,-115.59012295268542,-73.3146064398362
89,52,-76,-1.9420915288051064,543.4106719291105,-26.838732384278984,-112.98520524813937,-56.921869107151174
89,53,-76,-1.8678226499791573,545.7565262919084,-27.19796810795718,-110.23078168006671,-30.565137340016978
89,54,-75,-2.0740335670812606,544.1193773741206,-26.497833434821235,-119.1873719744309,-86.0845806171947
89,55,-75,-1.992632448790285,546.7395068875271,-26.815595141927925,-116.44908696547617,-73.81922204689069
89,56,-75,-1.9165267777863768,549.3085905266278,-27.118098829974606,-113.60412556254774,-55.2254092229749
89,57,-75,-1.8452149069715074,551.8175748400378,-27.404686258398982,-110.5712271697003,-24.24118474355486
89,58,-74,-2.0258242809701317,550.5729241112135,-26.668438784534498,-117.43110202608378,-83.99656590735648
89,59,-74,-1.9484598183563322,553.2713441114793,-26.90988053213927,-114.32696320502438,-69.52943039979723
89,60,-74,-1.875883805400299,555.8802287393116,-27.13301249535894,-111.12717055935799,-46.32553072536259
89,61,-74,-1.8076582495723523,558.3879449929422,-27.336909084838368,-107.82737373350287,-3.8613222109877623
89,62,-73,-1.964191038526613,557.4027967780453,-26.554374260417895,-112.82462351895578,-77.01288617929971
89,63,-73,-1.8908313194861242,559.9942973170325,-26.70744369467065,-109.33160339375331,-57.726741003137484
89,64,-73,-1.8217796449661834,562.4434517181415,-26.837932093844305,-105.75447641134234,-22.59219326702068
89,65,-72,-1.9641572553912487,561.3855690743407,-26.027752968233347,-109.28118956970897,-79.28965783423999
89,66,-72,-1.8904334868160109,563.8112322552813,-26.101596054095136,-105.43216332068734,-62.129425061921204
89,67,-72,-1.8209340216365655,566.0380714401482,-26.148391175160953,-101.49636257994749,-29.638066451215032
89,68,-71,-1.9486521497885791,564.784188020568,-25.298560711446743,-104.25827214910528,-77.390714627449
89,69,-71,-1.8749072763127261,566.8428164513648,-25.28017132408185,-100.01583616524273,-60.306496959614556
89,70,-71,-1.8052584022708682,568.620537529008,-25.2284682357181,-95.67527933310808,-26.239311566039593
89,71,-70,-1.9177754391607758,566.9682451007162,-24.323016003398187,-97.6376507271414,-71.3944362231065
89,72,-70,-1.8442460186091698,568.3664240513048,-24.19313409322718,-92.95219871366001,-51.85227730476689
89,73,-70,-1.7746306503703142,569.3557511377779,-24.020539150723454,-88.15124331059735,-6.672262135804592
89,74,-69,-1.8713131733076378,566.9632747486929,-23.03603014591421,-89.21411686590706,-60.52109430886453
89,75,-69,-1.7980702985874324,567.2348672929465,-22.764103476487932,-84.00947013240506,-32.000237819009726
89,76,-68,-1.885340452647998,563.9344226941428,-21.724420407236348,-84.34225816621436,-60.94917455343528
89,77,-68,-1.8084705775479633,563.1281825995796,-21.331424986867088,-78.6699002880572,-39.93347941003108
89,78,-67,-1.884919006833906,558.5357733451066,-20.210444021930382,-78.16830318958732,-56.427795991301025
89,79,-67,-1.8042780725824814,556.0847278162179,-19.66141571530109,-71.93023838416747,-37.41163089753772
89,80,-66,-1.868128797897088,549.5308002689803,-18.416612792672925,-70.43515241654278,-48.48702911148529
89,81,-66,-1.7832463933916678,544.452357156177,-17.648268883440622,-63.465672937543616,-26.498309689859326
89,82,-65,-1.8320044624600664,534.6535844754577,-16.197411961255643,-60.702731664848365,-37.1128826399835
89,83,-64,-1.8715560275824736,522.3116304912024,-14.611266549627336,-57.00899564429378,-35.578861996909886
89,84,-64,-1.7709606955673007,509.02329928104047,-13.212244552589786,-48.053783266196376,-14.218185948219707
89,85,-63,-1.7858951145666866,487.45441368406836,-11.009753036871487,-41.84095109234602,-14.480176145917383
89,86,-62,-1.7793285401068057,456.0699043735931,-8.288011883708466,-32.99640527528562,-3.895498020826532
89,87,-49,-4.231601953605779,370.1765356847739,-3.8347966136433356,-55.83893043876934,-52.5741355560184
90,1,-86,-47.32314635837067,460.52243605013706,-0.3439679321076656,-10.697603869024366,-10.590124786908687
90,2,-86,-8.616551158490973,344.4695441044865,-1.5401211045144003,-11.545194595040744,-10.355919503178391
90,3,-86,-4.6760660832699745,293.7682400360487,-3.177079032182406,-13.067747991810796,-10.786208184008748
90,4,-86,-3.1994613327640784,265.8633815526402,-4.28776315755841,-15.461735730594024,-12.187692716228101
90,5,-86,-2.4291108351633937,251.65890922077747,-5.328083666103049,-18.784766246425026,-13.80294595879362
90,6,-86,-1.9567971490972433,250.53481217218226,-6.347472421910174,-21.644749564179314,-14.786468042257503
90,7,-86,-1.6378222092452162,267.67273457493644,-7.349794764481341,-24.097509378655605,-15.284068880804051
90,8,-86,-1.4080317707154077,316.46077216399084,-8.337709352483934,-26.198278478375354,-15.357388810272958
90,9,-86,-1.234651215553623,423.4030330181261,-9.313149987280372,-27.983052567221396,-15.01407042312804
90,10,-86,-1.099200757743577,456.05663900972297,-10.27758450840833,-29.46064164530679,-14.211820031764887
90,11,-86,-0.9904723154919912,479.7356456166767,-11.232165132566388,-30.635253833336755,-12.859333219308764
90,12,-86,-0.9012749040774151,497.6939688861982,-12.177821234339453,-31.497642345959715,-10.789256454369463
90,13,-86,-0.8267837603697186,511.648548492295,-13.11531948282035,-32.02311233303464,-7.729403403329816
90,14,-86,-0.7636414802003073,522.7196573351108,-14.045304425252336,-32.173877159452815,-3.2429205309197524
90,15,-85,-1.5603883228939146,542.4915583844939,-13.487784221002528,-42.3711187191904,-23.731920248021936
90,16,-85,-1.4395853190947858,551.4476464863175,-14.35571204404329,-42.550254972201216,-20.291041086096214
90,17,-85,-1.3356917626505265,557.9018853271887,-15.217553182287917,-42.33883975156016,-15.423963284951531
90,18,-85,-1.245419606242968,562.8763247810443,-16.07349713956033,-41.71108718810525,-8.488539373796101
90,19,-84,-1.9168820539206621,563.347854584987,-15.512128446590436,-55.13405277855689,-35.34222504039784
90,20,-84,-1.784491965854541,567.0799493044965,-16.31405435208391,-54.91590117596196,-31.13079486427127
90,21,-84,-1.6684961265109894,569.5929145262016,-17.110253087482082,-54.328240924091645,-25.309955887771096
90,22,-84,-1.5660651648726147,571.174829233016,-17.90076156221249,-53.34077016174399,-17.185703897303483
90,23,-84,-1.4749809831737377,571.0802590685106,-18.68560932479822,-51.83841184814593,-5.727504641965789
90,24,-83,-2.014171809507207,566.147762225862,-18.10497253044989,-67.91113818830739,-43.13809452236152
90,25,-83,-1.89395258644269,565.3503555388829,-18.843377164635058,-67.11563223923858,-36.91450358708421
90,26,-83,-1.7865449459433846,564.2804816918381,-19.57581333739707,-65.94965301129328,-28.40064806993642
90,27,-83,-1.6900347531766462,561.9685548821247,-20.302240399972053,-64.33755381464766,-16.47872998465611
90,28,-82,-2.167205222811702,554.6742983664573,-19.736893950014164,-80.82742669009484,-55.616184043693465
90,29,-82,-2.046865615645804,553.345623359466,-20.421818966017515,-79.87925221172962,-49.394027275459976
90,30,-82,-1.9383769029507816,552.2041768604339,-21.10025776444891,-78.58983913313295,-40.89269862074064
90,31,-82,-1.8400982365086231,551.2313422326852,-21.77212120999386,-76.95649013231012,-29.14574458976856
90,32,-82,-1.7506757612163464,550.4102459572468,-22.437315097411243,-74.8770325601535,-12.507274253286532
90,33,-81,-2.147186563778682,544.8213541609656,-21.844169291326505,-91.78128259157344,-61.67149830607086
90,34,-81,-2.03990582100419,544.760123383572,-22.47044454205994,-90.39084714222545,-53.403595397526374
90,35,-81,-1.9420727252364203,544.8141402558473,-23.089419630361604,-88.69671895891311,-42.102978664351525
90,36,-81,-1.8525117275162355,544.9712613452951,-23.700955426554597,-86.65912319978675,-26.166524768287122
90,37,-81,-1.7702327495417909,545.2202259577007,-24.304905379556754,-84.23351055213124,-2.516665701612451
90,38,-80,-2.1027816019417775,541.0248305075041,-23.680441185971326,-100.8928189829162,-64.89716371275526
90,39,-80,-2.0068006684591957,541.8851307115438,-24.246611915036333,-99.09984669922879,-54.03411317615759
90,40,-80,-1.9184782307136914,542.8123331365446,-24.804417334308297,-97.02481327435105,-38.64427401146791
90,41,-80,-1.836946586552568,543.7974930228576,-25.353659356709816,-94.6379078959508,-16.174549290157525
90,42,-79,-2.134910468225689,540.3112579393432,-24.722015269968836,-109.47601977896767,-74.73121701541862
90,43,-79,-2.041698099961586,541.8092305970299,-25.234149481621014,-107.53500790114722,-64.19883322502014
90,44,-79,-1.95553324122814,543.3445584389505,-25.73680696095509,-105.37530397599124,-49.26047905415024
90,45,-79,-1.8756564677564613,544.9095191255122,-26.2297270928319,-102.97952163527988,-27.29920407937972
90,46,-78,-2.1419397539181664,542.068905155466,-25.58415851817959,-115.90053100510167,-82.30077516344096
90,47,-78,-2.0520935235729114,544.0645845892645,-26.039767699942836,-113.76832476668707,-71.87051101168973
90,48,-78,-1.968702289372869,546.0709881867448,-26.484549001303186,-111.47597092115207,-57.15215898280044
90,49,-78,-1.8911019796551516,548.0808291392057,-26.918160805313548,-109.01504659929343,-34.65747862744439
90,50,-77,-2.1280616138797477,545.8185475631597,-26.252341640677336,-119.99495202426999,-87.28894123833159
90,51,-77,-2.041958572331537,548.184816553876,-26.64756565263697,-117.58618513736612,-76.57276542446758
90,52,-77,-1.9617441845560757,550.5351709587119,-27.030284014941078,-115.03605602316617,-61.14380186411527
90,53,-77,-1.8868381580283253,552.8620557396814,-27.400044626936833,-112.33882806419989,-37.434478687743095
90,54,-76,-2.0964703677935446,551.1022533827249,-26.707380883900814,-121.53140959484092,-89.26716061096488
90,55,-76,-2.014325660855829,553.711818274504,-27.036682823899067,-118.83047071266934,-77.76735731146934
90,56,-76,-1.9375326386467564,556.2759058833576,-27.351337093078925,-115.9858329546419,-60.863043259357816
90,57,-76,-1.8655844552982712,558.7858828968585,-27.65073333104898,-113.0145599037104,-32.9915543212339
90,58,-75,-2.049628057566203,557.4357839994552,-26.923656166813796,-120.12214528394561,-87.77288630986733
90,59,-75,-1.9715297811679975,560.1474421551752,-27.179250215515854,-117.07411677771476,-74.84733956026221
90,60,-75,-1.8982758922219891,562.7774012110003,-27.417364660739477,-113.931939449528,-53.89864558508551
90,61,-75,-1.8294236680380807,565.3147772353504,-27.637149807700354,-110.68950735911,-17.728866927952993
90,62,-74,-1.989411983796518,564.2507488117004,-26.866184976662378,-115.94306975555622,-82.03813557727965
90,63,-74,-1.915339353986091,566.8908845683768,-27.03701375964904,-112.5122998147295,-65.53182058222112
90,64,-74,-1.845631253261336,569.4005684565859,-27.186448306223646,-108.99902079535008,-36.06268710187557
90,65,-73,-1.991636546104239,568.2937307708557,-26.39025315088161,-112.72749620755447,-84.63872883330353
90,66,-73,-1.9171752463944793,570.8074037627413,-26.4855291487023,-108.9511789217391,-69.86421979260919
90,67,-73,-1.8470010939908752,573.1395233300922,-26.555370881814852,-105.09060770631122,-43.627804140822505
90,68,-72,-1.9785315220441504,571.8819746636051,-25.72294013149713,-108.04067509902906,-83.09365007403142
90,69,-72,-1.9040413970452568,574.0875385456427,-25.73106401101985,-103.88318604714856,-69.09332276528033
90,70,-72,-1.8337185922610333,576.0387084985244,-25.708181642258133,-99.63128248099957,-42.755958963927746
90,71,-71,-1.9502571870993326,574.4551382268867,-24.82521120941528,-101.8075507123287,-77.94037861591603
90,72,-71,-1.8760034901509313,576.0936861722415,-24.729298616268416,-97.22463200053797,-62.66722630976595
90,73,-71,-1.8057481953672339,577.3670767915439,-24.59421639901935,-92.53208948723704,-31.24592086992613
90,74,-70,-1.9067120067636312,575.1671199782475,-23.640320677996726,-93.84575332980708,-68.89307955469557
90,75,-70,-1.8328186240997386,575.8391256520713,-23.414280599037813,-88.77105853654714,-49.34906202124969
90,76,-69,-1.9248120896852485,572.8644175554663,-22.41348641933743,-89.39155703414859,-68.38650750014207
90,77,-69,-1.8473268903437141,572.6372551417892,-22.07873317513494,-83.88057615638593,-53.810896270913545
90,78,-69,-1.773675388090394,571.6614135822631,-21.67816145960221,-78.20601331752435,-16.86365462192169
90,79,-68,-1.847914037701251,567.0067476755311,-20.538787738666034,-77.69276406560073,-51.32256481343725
90,80,-68,-1.7705823944286065,564.3567480344385,-19.980176473867186,-71.45497253573177,-18.46639156537314
90,81,-67,-1.8327197082856146,557.6935117050288,-18.71516928865013,-69.95123202828488,-44.021223419062366
90,82,-67,-1.7512292596137644,552.3738997107208,-17.933551387195543,-62.98509258857977,-2.71212777977503
90,83,-66,-1.7988626221150235,542.4000013509092,-16.45828653714651,-60.21698367856725,-30.844926443094284
90,84,-65,-1.8376086648306593,529.8334022801777,-14.844276980953024,-56.520262989883534,-33.58257972290643
90,85,-64,-1.864879358142442,513.6072570922819,-13.016571838118038,-51.64982915011469,-29.875825692610324
90,86,-64,-1.7559703302803837,494.2354697531086,-11.172251829728351,-41.362299181627264,-0.5610043308228004
90,87,-62,-1.8653954251725076,460.07803319559434,-8.1732446192382,-35.9873174910202,-15.908687432075766
90,88,-49,-4.508876768353906,372.61848576678346,-3.8217225556115033,-58.48824605168594,-55.563725168673585
91,1,-87,-47.67672837856094,468.5455141608064,-0.3439464677955744,-10.761065486988434,-10.653326220667143
91,2,-87,-8.670760291023864,350.40134052387026,-1.540364842835632,-11.612123250305293,-10.416858220781602
91,3,-87,-4.704821749741447,298.76140943669617,-3.178169908194042,-13.137554345119325,-10.843380640845004
91,4,-87,-3.218946859690057,270.2937872358493,-4.28987305349223,-15.528426216877808,-12.236871651470205
91,5,-87,-2.443823419756248,255.7044880707576,-5.331212852063337,-18.86463699735729,-13.864693454414732
91,6,-87,-1.9686064669547108,254.28742103224621,-6.351734547666535,-21.744879213934677,-14.859484039281233
91,7,-87,-1.6476813937599886,271.1570733910317,-7.355291589862219,-24.215952578513857,-15.368416975655798
91,8,-87,-1.4164916575583208,319.5993225087045,-8.344533972626667,-26.336948169632052,-15.452827510264447
91,9,-87,-1.242058564099588,428.0335585315034,-9.321388843305002,-28.140585187364852,-15.1217101080915
91,10,-87,-1.1057878690713698,462.02557780116365,-10.287318737747151,-29.638779350781004,-14.33241805298837
91,11,-87,-0.9964023601513938,486.1056784096873,-11.243471526319018,-30.834600101463298,-12.996611704372802
91,12,-87,-0.9066668492464176,504.4219454460465,-12.19077294441627,-31.717821575335094,-10.950794114967891
91,13,-87,-0.8317269986968294,518.6820525069281,-13.129986561133633,-32.267770554960066,-7.925553930542162
91,14,-87,-0.7682048735591147,530.0213927076137,-14.061754245237275,-32.44235623687165,-3.4937176411709188
91,15,-86,-1.569932809208205,550.1635550636468,-13.504091780414376,-42.672172877627204,-24.006099628072153
91,16,-86,-1.448394043446413,559.2365413440652,-14.37397559293108,-42.876903767308264,-20.60981548297334
91,17,-86,-1.3438686547920802,566.0042235760455,-15.237862518768631,-42.69519226261624,-15.806989696757343
91,18,-86,-1.2530482342608245,571.1121934562192,-16.095941820656346,-42.10139888396847,-8.972499745028989
91,19,-85,-1.9290779938869056,571.6909517330972,-15.535840927075142,-55.5452317987754,-35.75632837873839
91,20,-85,-1.7958583484329174,575.6143770606018,-16.340172859735127,-55.36035043606328,-31.605786892132432
91,21,-85,-1.6791368866801062,578.3546279839694,-17.138885249968084,-54.799853283586835,-25.872246355200012
91,22,-85,-1.5760661297945724,579.8006779682014,-17.932016298534634,-53.845335546865535,-17.886532565462026
91,23,-85,-1.4844138232706983,579.9811820469174,-18.71959708420136,-52.38898106994549,-6.644446621079327
91,24,-84,-2.0276290146569744,575.2733294175526,-18.14095578426817,-68.47833100243405,-43.76983516039807
91,25,-84,-1.9066294600319773,574.370529226168,-18.882406563465437,-67.71284643742631,-37.656880530728536
91,26,-84,-1.7985259740498363,573.6658443708175,-19.618017772065226,-66.58227253891624,-29.314442713081924
91,27,-84,-1.701391656571844,571.2509743777287,-20.347751713467016,-65.01211627999663,-17.658427321337026
91,28,-84,-1.6136622523166277,569.0641755111376,-21.071566390943392,-62.91398474593584,-1.0512117823789164
91,29,-83,-2.061319928306646,562.343093271922,-20.47338857290885,-80.62681739351423,-50.30894447701639
91,30,-83,-1.9520979326238892,561.1104367823257,-21.155623045602628,-79.37937896473211,-41.99238024945451
91,31,-83,-1.8531565647462598,560.0505278391013,-21.831438166047434,-77.78603426486184,-30.53080529384011
91,32,-83,-1.763132486931536,559.1462857300882,-22.500744615489246,-75.74260254393224,-14.334529410579654
91,33,-82,-2.1632524969213405,553.3842771439892,-21.910641135599537,-92.68766963606997,-62.77733614850578
91,34,-82,-2.0552119835940665,553.2450967955635,-22.54141623772076,-91.33543975285274,-54.71058535174598
91,35,-82,-1.9566881752881018,553.2246077158129,-23.165076072873482,-89.68397575817558,-43.721365356452395
91,36,-82,-1.8664967885889863,553.3105571774295,-23.78148842005368,-87.69411431641129,-28.27405014556115
91,37,-82,-1.7836404212009749,553.4915920663793,-24.390514185531426,-85.32199812708681,-5.698536766023348
91,38,-81,-2.1195693687488655,549.1349063120672,-23.76980594574386,-102.02447587109019,-66.47146806158655
91,39,-81,-2.0228769284434405,549.9315795283383,-24.34150810849559,-100.27597847148866,-55.97759675154051
91,40,-81,-1.9339023512823665,550.7982310246958,-24.905075369063532,-98.24967953748215,-41.163385347452596
91,41,-81,-1.8517710975452206,551.7258910216062,-25.46031997352888,-95.91624077023579,-19.59568711452159
91,42,-80,-2.1531094467339287,548.0871764485727,-24.833018970616717,-110.83666029377903,-76.58331848468873
91,43,-80,-2.0591704204447128,549.5319002212605,-25.351680398372743,-108.94129207402342,-66.4667362945387
91,44,-80,-1.9723372640222312,551.0170742902098,-25.86114535367743,-106.83052664110589,-52.1807519749306
91,45,-80,-1.8918441574536753,552.5350143324027,-26.36116755201388,-104.48725405785768,-31.247510632793272
91,46,-79,-2.1615029037737243,549.5503036198199,-25.720662698718073,-117.54191896983261,-84.4321319992221
91,47,-79,-2.0709199411983814,551.5036879337914,-26.18399459973214,-115.45626619925004,-74.4446341990706
91,48,-79,-1.9868493429680725,553.4711935432416,-26.63684534761161,-113.21283316255804,-60.42629393253357
91,49,-79,-1.9086210529239755,555.4456448024533,-27.078893466877613,-110.80333132553855,-39.756483018348185
91,50,-79,-1.8356527495871404,557.4199618840249,-27.509796655750154,-108.17693614926804,-6.494420281072086
91,51,-78,-2.0621160485024914,555.3851055053756,-26.823462679985937,-119.55185895667574,-79.71183180234863
91,52,-78,-1.9812164913171548,557.7099531845562,-27.21581196969057,-117.05487154274168,-65.19066984428237
91,53,-78,-1.9056761560005502,560.0155956517923,-27.59567089288677,-114.41309505731803,-43.386446755003824
91,54,-78,-1.8349825422760868,562.2946206449432,-27.96258605013074,-111.62069318379753,-7.385460009408175
91,55,-77,-2.0358101234445,560.7283418340884,-27.250509191735325,-121.11594103125307,-81.55909713660698
91,56,-77,-1.9583321911303737,563.2842364148457,-27.576784253150453,-118.32882998351346,-65.81320573166384
91,57,-77,-1.8857496033249295,565.791614959424,-27.888414275913217,-115.41721735659773,-41.27463852379965
91,58,-76,-2.073190728044284,564.3337426688147,-27.170063979558748,-122.76326949743195,-91.41055213022474
91,59,-76,-1.994360242827633,567.0540515871812,-27.439140032811434,-119.7706679725101,-79.37508418943084
